Number of neurons:		256
Number of row columns:	16 16
Number of examples:		1

Example 1:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 
0 0 0 0 1 1 1 1 1 1 1 1 1 0 0 0 
0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 
0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 
0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 
0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 
0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 
0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 
0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 
0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

Example 2:

0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 
0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 0 
0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 
0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 
0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 
0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 
0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

Example 3:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 
0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 
0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 
0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 
0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 
0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 
0 0 1 1 1 0 0 0 0 0 0 1 1 1 0 0 
0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 
0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 
0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 
0 0 1 1 1 1 1 1 1 1 1 0 0 0 0 0 
0 0 1 1 1 1 1 1 1 1 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0

